Entraineur,Autostart,Deferre,Gagnant,Record,Gain,Crack,Age,Place,Recul,Sexe,Distance,Driver,Hippodrome,Date
NON,OUI,OUI,,VIEUX,,OUI,NON,H,COURT,GRIMAULT,VINCENNES,NON,NON,MARDI 01 JANVIER 2013
NON,OUI,OUI,,VIEUX,,OUI,NON,H,COURT,POIRIER,VINCENNES,NON,NON,MARDI 01 JANVIER 2013
NON,OUI,NON,,VIEUX,,OUI,OUI,F,COURT,THERON,VINCENNES,OUI,NON,MARDI 01 JANVIER 2013
NON,OUI,OUI,,VIEUX,,OUI,OUI,H,COURT,GARREAU,VINCENNES,NON,NON,MARDI 01 JANVIER 2013
NON,OUI,OUI,,MEDIUM,,OUI,NON,M,COURT,LEVESQUE,VINCENNES,NON,NON,MARDI 01 JANVIER 2013
OUI,OUI,OUI,,MEDIUM,,OUI,NON,H,COURT,BIGEON,VINCENNES,OUI,NON,MARDI 01 JANVIER 2013
OUI,OUI,OUI,,MEDIUM,,OUI,OUI,H,COURT,ANDRIEU,VINCENNES,NON,OUI,MARDI 01 JANVIER 2013
OUI,OUI,OUI,,MEDIUM,,OUI,OUI,H,COURT,DUBOIS,VINCENNES,NON,NON,MARDI 01 JANVIER 2013
OUI,OUI,NON,,MEDIUM,,OUI,OUI,H,COURT,MASSCHAELE,VINCENNES,NON,NON,MARDI 01 JANVIER 2013
NON,NON,OUI,,MEDIUM,,OUI,NON,M,COURT,VERCRUYSSE,VINCENNES,NON,NON,MERCREDI 01 JANVIER 2014
NON,NON,OUI,,MEDIUM,,OUI,NON,H,COURT,BAZIRE,VINCENNES,NON,NON,MERCREDI 01 JANVIER 2014
NON,NON,OUI,,MEDIUM,,OUI,NON,H,COURT,OUVRIE,VINCENNES,NON,NON,MERCREDI 01 JANVIER 2014
NON,NON,OUI,,MEDIUM,,OUI,NON,H,COURT,ABRIVARD,VINCENNES,NON,OUI,MERCREDI 01 JANVIER 2014
NON,NON,OUI,,MEDIUM,,OUI,NON,H,COURT,VERBEECK,VINCENNES,OUI,NON,MERCREDI 01 JANVIER 2014
NON,NON,OUI,,MEDIUM,,OUI,NON,H,LONG,VERCRUYSSE,VINCENNES,OUI,NON,MERCREDI 01 JANVIER 2014
NON,NON,OUI,,MEDIUM,,OUI,NON,M,LONG,THOMAIN,VINCENNES,NON,OUI,MERCREDI 01 JANVIER 2014
NON,NON,OUI,,VIEUX,,OUI,NON,H,LONG,RAFFIN,VINCENNES,NON,NON,MERCREDI 01 JANVIER 2014
NON,NON,NON,,MEDIUM,,OUI,NON,H,LONG,LOCQUENEUX,VINCENNES,NON,NON,MERCREDI 01 JANVIER 2014
OUI,NON,OUI,,MEDIUM,,OUI,NON,H,LONG,DAUVERNE,VINCENNES,NON,OUI,MERCREDI 01 JANVIER 2014
OUI,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,DUVALDESTIN,VINCENNES,NON,OUI,MERCREDI 01 JANVIER 2014
OUI,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,BIGEON,VINCENNES,NON,OUI,MERCREDI 01 JANVIER 2014
OUI,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,THOMAS,VINCENNES,NON,NON,MERCREDI 01 JANVIER 2014
NON,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,VIET,VINCENNES,OUI,NON,MERCREDI 01 JANVIER 2014
NON,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,LAMY,VINCENNES,NON,NON,MERCREDI 01 JANVIER 2014
OUI,NON,NON,,MEDIUM,,OUI,NON,F,COURT,DERIEUX,VINCENNES,NON,NON,MERCREDI 01 JANVIER 2014
OUI,NON,NON,,MEDIUM,,OUI,NON,F,COURT,BIGEON,VINCENNES,NON,NON,MERCREDI 01 JANVIER 2014
NON,NON,NON,,MEDIUM,,OUI,NON,F,COURT,RUAULTS,VINCENNES,OUI,NON,MERCREDI 01 JANVIER 2014
NON,NON,NON,,MEDIUM,,OUI,NON,F,COURT,NIVARD,VINCENNES,NON,OUI,MERCREDI 01 JANVIER 2014
NON,NON,NON,,MEDIUM,,OUI,NON,F,COURT,DUBOIS,VINCENNES,NON,NON,MERCREDI 01 JANVIER 2014
NON,OUI,OUI,,MEDIUM,,OUI,NON,F,COURT,RAFFIN,VINCENNES,NON,NON,MERCREDI 01 JANVIER 2014
OUI,OUI,NON,,MEDIUM,,OUI,NON,M,COURT,FRANZL,VINCENNES,NON,NON,MERCREDI 01 JANVIER 2014
NON,OUI,NON,,MEDIUM,,OUI,OUI,H,COURT,ABRIVARD,VINCENNES,OUI,NON,MERCREDI 01 JANVIER 2014
OUI,OUI,NON,,MEDIUM,,OUI,OUI,M,COURT,NIVARD,VINCENNES,NON,NON,MERCREDI 01 JANVIER 2014
NON,OUI,NON,,MEDIUM,,OUI,OUI,M,COURT,VERCRUYSSE,VINCENNES,NON,OUI,MERCREDI 01 JANVIER 2014
NON,NON,OUI,,MEDIUM,,OUI,NON,H,LONG,PITON,VINCENNES,NON,NON,MERCREDI 01 JANVIER 2014
NON,NON,OUI,,MEDIUM,,OUI,NON,H,LONG,MOTTIER,VINCENNES,NON,OUI,MERCREDI 01 JANVIER 2014
NON,NON,NON,,MEDIUM,,OUI,NON,M,LONG,GELORMINI,VINCENNES,NON,NON,MERCREDI 01 JANVIER 2014
NON,NON,NON,,MEDIUM,,OUI,NON,H,LONG,VERCRUYSSE,VINCENNES,NON,NON,MERCREDI 01 JANVIER 2014
OUI,NON,NON,,MEDIUM,,OUI,NON,H,LONG,DERSOIR,VINCENNES,OUI,NON,MERCREDI 01 JANVIER 2014
NON,NON,OUI,OUI,MEDIUM,NON,OUI,NON,F,COURT,VERCRUYSSE,VINCENNES,NON,OUI,JEUDI 01 JANVIER 2015
OUI,NON,OUI,OUI,MEDIUM,NON,OUI,NON,F,COURT,BIGEON,VINCENNES,NON,NON,JEUDI 01 JANVIER 2015
OUI,NON,OUI,OUI,MEDIUM,NON,OUI,NON,F,COURT,DUVALDESTIN,VINCENNES,NON,NON,JEUDI 01 JANVIER 2015
NON,NON,OUI,NON,MEDIUM,NON,OUI,NON,F,COURT,THOMAIN,VINCENNES,OUI,NON,JEUDI 01 JANVIER 2015
NON,NON,OUI,OUI,MEDIUM,NON,OUI,NON,F,COURT,LEVESQUE,VINCENNES,NON,NON,JEUDI 01 JANVIER 2015
OUI,NON,NON,OUI,VIEUX,NON,OUI,NON,H,LONG,VARTIAINEN,VINCENNES,NON,NON,JEUDI 01 JANVIER 2015
NON,NON,OUI,NON,VIEUX,NON,OUI,NON,F,LONG,RANDON,VINCENNES,NON,NON,JEUDI 01 JANVIER 2015
NON,NON,OUI,OUI,VIEUX,NON,OUI,NON,H,LONG,ABRIVARD,VINCENNES,NON,NON,JEUDI 01 JANVIER 2015
OUI,NON,OUI,OUI,VIEUX,OUI,OUI,OUI,H,LONG,JANSSON,VINCENNES,NON,OUI,JEUDI 01 JANVIER 2015
OUI,NON,OUI,OUI,MEDIUM,OUI,OUI,OUI,H,LONG,DAUVERNE,VINCENNES,OUI,NON,JEUDI 01 JANVIER 2015
OUI,NON,NON,OUI,MEDIUM,NON,OUI,NON,F,COURT,DREUX,VINCENNES,NON,NON,JEUDI 01 JANVIER 2015
OUI,NON,NON,OUI,MEDIUM,NON,OUI,NON,F,COURT,NISKANEN,VINCENNES,NON,NON,JEUDI 01 JANVIER 2015
NON,NON,OUI,OUI,MEDIUM,NON,OUI,NON,F,COURT,LEVESQUE,VINCENNES,NON,OUI,JEUDI 01 JANVIER 2015
OUI,NON,OUI,OUI,MEDIUM,NON,OUI,NON,F,COURT,BAZIRE,VINCENNES,NON,NON,JEUDI 01 JANVIER 2015
NON,NON,NON,OUI,MEDIUM,NON,OUI,NON,F,COURT,VERCRUYSSE,VINCENNES,OUI,NON,JEUDI 01 JANVIER 2015
OUI,OUI,OUI,NON,MEDIUM,NON,OUI,NON,F,COURT,ABRIVARD,VINCENNES,NON,NON,JEUDI 01 JANVIER 2015
NON,OUI,OUI,OUI,MEDIUM,NON,OUI,NON,F,COURT,OUVRIE,VINCENNES,NON,NON,JEUDI 01 JANVIER 2015
NON,OUI,NON,NON,MEDIUM,OUI,OUI,NON,M,COURT,VERCRUYSSE,VINCENNES,NON,OUI,JEUDI 01 JANVIER 2015
NON,OUI,OUI,NON,MEDIUM,NON,OUI,NON,H,COURT,NIVARD,VINCENNES,NON,NON,JEUDI 01 JANVIER 2015
OUI,OUI,NON,OUI,MEDIUM,NON,OUI,NON,F,COURT,BIGEON,VINCENNES,OUI,NON,JEUDI 01 JANVIER 2015
OUI,NON,OUI,OUI,MEDIUM,NON,OUI,NON,H,COURT,BIGEON,VINCENNES,NON,OUI,JEUDI 01 JANVIER 2015
NON,NON,OUI,NON,MEDIUM,NON,OUI,NON,H,COURT,BAZIRE,VINCENNES,NON,NON,JEUDI 01 JANVIER 2015
NON,NON,OUI,OUI,MEDIUM,OUI,OUI,NON,H,COURT,BARRIER,VINCENNES,NON,NON,JEUDI 01 JANVIER 2015
OUI,NON,OUI,NON,MEDIUM,NON,OUI,NON,M,COURT,TERNISIEN,VINCENNES,NON,NON,JEUDI 01 JANVIER 2015
OUI,NON,OUI,OUI,MEDIUM,NON,OUI,NON,H,COURT,ABRIVARD,VINCENNES,OUI,NON,JEUDI 01 JANVIER 2015
OUI,NON,NON,,JEUNE,,OUI,NON,H,COURT,MOTTIER,VINCENNES,NON,NON,JEUDI 01 JANVIER 2015
NON,NON,NON,,JEUNE,,OUI,NON,H,COURT,NIVARD,VINCENNES,NON,NON,JEUDI 01 JANVIER 2015
OUI,NON,NON,OUI,JEUNE,NON,OUI,NON,H,COURT,ROBIN,VINCENNES,NON,NON,JEUDI 01 JANVIER 2015
OUI,NON,NON,,JEUNE,,OUI,NON,M,COURT,ROGER,VINCENNES,OUI,OUI,JEUDI 01 JANVIER 2015
NON,NON,NON,,JEUNE,,OUI,NON,H,COURT,DELAUNE,VINCENNES,NON,NON,JEUDI 01 JANVIER 2015
NON,OUI,OUI,OUI,MEDIUM,NON,NON,NON,F,COURT,ABRIVARD,VINCENNES,NON,NON,VENDREDI 01 JANVIER 2016
OUI,OUI,NON,NON,MEDIUM,NON,NON,NON,H,COURT,NIVARD,VINCENNES,OUI,NON,VENDREDI 01 JANVIER 2016
NON,OUI,OUI,OUI,MEDIUM,OUI,NON,NON,F,COURT,OUVRIE,VINCENNES,NON,NON,VENDREDI 01 JANVIER 2016
OUI,OUI,NON,NON,MEDIUM,NON,OUI,NON,M,COURT,LEVESQUE,VINCENNES,NON,OUI,VENDREDI 01 JANVIER 2016
NON,OUI,OUI,OUI,MEDIUM,NON,NON,NON,H,COURT,VERVA,VINCENNES,NON,NON,VENDREDI 01 JANVIER 2016
OUI,NON,OUI,OUI,MEDIUM,OUI,NON,NON,H,LONG,THOMAS,VINCENNES,NON,OUI,VENDREDI 01 JANVIER 2016
OUI,NON,OUI,NON,MEDIUM,NON,NON,OUI,F,LONG,DREUX,VINCENNES,NON,NON,VENDREDI 01 JANVIER 2016
NON,NON,NON,NON,MEDIUM,NON,NON,OUI,H,LONG,DELAUNE,VINCENNES,NON,NON,VENDREDI 01 JANVIER 2016
NON,NON,OUI,NON,MEDIUM,NON,NON,OUI,H,LONG,VERCRUYSSE,VINCENNES,NON,NON,VENDREDI 01 JANVIER 2016
OUI,NON,NON,NON,MEDIUM,NON,OUI,OUI,M,LONG,ROGER,VINCENNES,OUI,NON,VENDREDI 01 JANVIER 2016
OUI,NON,NON,,JEUNE,,NON,NON,F,COURT,BAZIRE,VINCENNES,NON,OUI,VENDREDI 01 JANVIER 2016
NON,NON,NON,OUI,JEUNE,NON,NON,NON,F,COURT,DUBOIS,VINCENNES,NON,NON,VENDREDI 01 JANVIER 2016
NON,NON,OUI,OUI,JEUNE,NON,NON,NON,F,COURT,OUVRIE,VINCENNES,NON,NON,VENDREDI 01 JANVIER 2016
NON,NON,NON,OUI,JEUNE,NON,NON,NON,F,COURT,LOCQUENEUX,VINCENNES,NON,NON,VENDREDI 01 JANVIER 2016
OUI,NON,OUI,OUI,JEUNE,OUI,OUI,NON,F,COURT,VERVA,VINCENNES,OUI,NON,VENDREDI 01 JANVIER 2016
NON,NON,OUI,OUI,MEDIUM,NON,NON,NON,F,COURT,OUVRIE,VINCENNES,NON,NON,VENDREDI 01 JANVIER 2016
OUI,NON,OUI,NON,MEDIUM,NON,NON,NON,F,COURT,BAZIRE,VINCENNES,NON,NON,VENDREDI 01 JANVIER 2016
OUI,NON,OUI,NON,MEDIUM,NON,OUI,NON,F,COURT,LAMBERTZ,VINCENNES,NON,OUI,VENDREDI 01 JANVIER 2016
OUI,NON,NON,NON,MEDIUM,NON,NON,NON,F,COURT,LANNOO,VINCENNES,NON,NON,VENDREDI 01 JANVIER 2016
OUI,NON,NON,NON,MEDIUM,NON,NON,NON,F,COURT,HARDY,VINCENNES,OUI,NON,VENDREDI 01 JANVIER 2016
NON,NON,NON,NON,MEDIUM,NON,NON,NON,H,COURT,DE GENOUILLAC,VINCENNES,NON,OUI,VENDREDI 01 JANVIER 2016
NON,NON,OUI,OUI,MEDIUM,NON,NON,NON,H,COURT,RAFFIN,VINCENNES,NON,NON,VENDREDI 01 JANVIER 2016
OUI,NON,OUI,OUI,MEDIUM,NON,NON,NON,H,COURT,ABRIVARD,VINCENNES,NON,NON,VENDREDI 01 JANVIER 2016
OUI,NON,OUI,NON,MEDIUM,NON,NON,NON,H,COURT,MARY,VINCENNES,NON,NON,VENDREDI 01 JANVIER 2016
NON,NON,NON,OUI,MEDIUM,NON,OUI,NON,H,COURT,NIVARD,VINCENNES,OUI,NON,VENDREDI 01 JANVIER 2016
NON,NON,OUI,NON,MEDIUM,NON,NON,NON,F,COURT,GELORMINI,VINCENNES,NON,NON,VENDREDI 01 JANVIER 2016
NON,NON,OUI,OUI,MEDIUM,NON,NON,NON,H,COURT,VERCRUYSSE,VINCENNES,NON,NON,VENDREDI 01 JANVIER 2016
NON,NON,OUI,NON,MEDIUM,NON,OUI,NON,H,COURT,LAMY,VINCENNES,NON,NON,VENDREDI 01 JANVIER 2016
NON,NON,OUI,NON,MEDIUM,NON,NON,NON,H,COURT,RAFFIN,VINCENNES,NON,NON,VENDREDI 01 JANVIER 2016
NON,NON,NON,NON,MEDIUM,NON,NON,NON,F,COURT,ABRIVARD,VINCENNES,OUI,OUI,VENDREDI 01 JANVIER 2016
NON,NON,OUI,NON,JEUNE,NON,OUI,NON,H,COURT,RAFFIN,VINCENNES,NON,NON,DIMANCHE 01 JANVIER 2017
OUI,NON,OUI,NON,JEUNE,NON,NON,NON,M,COURT,LE BELLER,VINCENNES,NON,NON,DIMANCHE 01 JANVIER 2017
NON,NON,OUI,NON,JEUNE,NON,NON,NON,M,COURT,GELORMINI,VINCENNES,NON,OUI,DIMANCHE 01 JANVIER 2017
OUI,NON,NON,OUI,JEUNE,OUI,NON,NON,H,COURT,BIGEON,VINCENNES,NON,NON,DIMANCHE 01 JANVIER 2017
OUI,NON,OUI,OUI,JEUNE,OUI,NON,NON,H,COURT,DUVALDESTIN,VINCENNES,OUI,NON,DIMANCHE 01 JANVIER 2017
OUI,OUI,OUI,OUI,JEUNE,NON,NON,NON,H,COURT,BAZIRE,VINCENNES,NON,NON,DIMANCHE 01 JANVIER 2017
NON,OUI,OUI,NON,JEUNE,NON,OUI,NON,H,COURT,ABRIVARD,VINCENNES,NON,OUI,DIMANCHE 01 JANVIER 2017
NON,OUI,OUI,OUI,JEUNE,NON,NON,NON,H,COURT,NIVARD,VINCENNES,NON,NON,DIMANCHE 01 JANVIER 2017
NON,OUI,OUI,OUI,JEUNE,NON,NON,NON,H,COURT,GUINOISEAU,VINCENNES,NON,NON,DIMANCHE 01 JANVIER 2017
NON,OUI,OUI,OUI,JEUNE,NON,NON,NON,H,COURT,GELORMINI,VINCENNES,OUI,NON,DIMANCHE 01 JANVIER 2017
OUI,NON,NON,OUI,MEDIUM,NON,NON,NON,H,LONG,DESMOTTES,VINCENNES,NON,NON,DIMANCHE 01 JANVIER 2017
OUI,NON,NON,OUI,MEDIUM,NON,NON,NON,H,LONG,ANNE,VINCENNES,NON,NON,DIMANCHE 01 JANVIER 2017
NON,NON,OUI,OUI,MEDIUM,NON,NON,NON,H,LONG,NIVARD,VINCENNES,NON,NON,DIMANCHE 01 JANVIER 2017
OUI,NON,OUI,NON,MEDIUM,NON,OUI,OUI,M,LONG,BAZIRE,VINCENNES,NON,NON,DIMANCHE 01 JANVIER 2017
OUI,NON,OUI,OUI,MEDIUM,NON,NON,OUI,H,LONG,MARTENS,VINCENNES,OUI,OUI,DIMANCHE 01 JANVIER 2017
OUI,OUI,OUI,OUI,JEUNE,NON,OUI,NON,F,COURT,BAZIRE,VINCENNES,OUI,NON,DIMANCHE 01 JANVIER 2017
NON,OUI,OUI,OUI,JEUNE,NON,NON,NON,H,COURT,BONNE,VINCENNES,NON,NON,DIMANCHE 01 JANVIER 2017
OUI,OUI,OUI,OUI,MEDIUM,OUI,NON,NON,F,COURT,MARTENS,VINCENNES,NON,NON,DIMANCHE 01 JANVIER 2017
NON,OUI,OUI,OUI,MEDIUM,NON,NON,OUI,F,COURT,ABRIVARD,VINCENNES,NON,OUI,DIMANCHE 01 JANVIER 2017
NON,OUI,OUI,OUI,JEUNE,NON,NON,OUI,F,COURT,BARRIER,VINCENNES,NON,NON,DIMANCHE 01 JANVIER 2017
NON,OUI,OUI,OUI,VIEUX,OUI,NON,NON,M,COURT,GOOP,VINCENNES,NON,OUI,DIMANCHE 01 JANVIER 2017
NON,OUI,OUI,OUI,MEDIUM,OUI,OUI,NON,M,COURT,NIVARD,VINCENNES,NON,NON,DIMANCHE 01 JANVIER 2017
NON,OUI,OUI,NON,MEDIUM,NON,NON,NON,M,COURT,RAFFIN,VINCENNES,NON,NON,DIMANCHE 01 JANVIER 2017
NON,OUI,OUI,OUI,MEDIUM,NON,NON,NON,F,COURT,ANDREGHETTI,VINCENNES,OUI,NON,DIMANCHE 01 JANVIER 2017
OUI,OUI,OUI,NON,MEDIUM,NON,NON,NON,M,COURT,DONATI,VINCENNES,NON,NON,DIMANCHE 01 JANVIER 2017
OUI,NON,NON,NON,JEUNE,NON,NON,NON,F,LONG,SENET,HIPPO,NON,NON,DATE
NON,NON,OUI,NON,JEUNE,NON,NON,NON,F,LONG,DE GENOUILLAC,HIPPO,NON,NON,DATE
OUI,NON,OUI,NON,JEUNE,NON,NON,NON,F,LONG,CORMY,HIPPO,NON,NON,DATE
OUI,NON,OUI,NON,JEUNE,NON,OUI,NON,F,LONG,DESMOTTES,HIPPO,NON,NON,DATE
NON,NON,NON,OUI,JEUNE,NON,NON,NON,F,LONG,PERRAGUIN,HIPPO,OUI,OUI,DATE
NON,NON,NON,OUI,JEUNE,NON,NON,NON,F,LONG,RAFFIN,VINCENNES,NON,NON,DIMANCHE 01 JANVIER 2017
NON,NON,NON,,JEUNE,,NON,NON,F,LONG,BAZIRE,VINCENNES,NON,NON,DIMANCHE 01 JANVIER 2017
OUI,NON,NON,NON,JEUNE,NON,NON,NON,F,LONG,ROGER,VINCENNES,NON,NON,DIMANCHE 01 JANVIER 2017
NON,NON,NON,OUI,JEUNE,NON,OUI,NON,F,LONG,THOMAIN,VINCENNES,NON,OUI,DIMANCHE 01 JANVIER 2017
NON,NON,NON,NON,JEUNE,NON,NON,NON,F,LONG,ABRIVARD,VINCENNES,OUI,NON,DIMANCHE 01 JANVIER 2017
OUI,OUI,OUI,,VIEUX,,OUI,NON,F,COURT,BLANDIN,VINCENNES,NON,NON,MARDI 02 JANVIER 2007
OUI,OUI,OUI,,VIEUX,,OUI,NON,F,COURT,LENOIR,VINCENNES,NON,OUI,MARDI 02 JANVIER 2007
NON,OUI,OUI,,VIEUX,,OUI,NON,H,COURT,BAZIRE,VINCENNES,NON,NON,MARDI 02 JANVIER 2007
NON,OUI,NON,,VIEUX,,OUI,OUI,F,COURT,VERCRUYSSE,VINCENNES,NON,NON,MARDI 02 JANVIER 2007
NON,OUI,OUI,,VIEUX,,OUI,OUI,F,COURT,THIERRY,VINCENNES,OUI,NON,MARDI 02 JANVIER 2007
NON,OUI,OUI,,VIEUX,,OUI,NON,F,COURT,GERBOIN,VINCENNES,NON,NON,MARDI 02 JANVIER 2007
NON,OUI,NON,,VIEUX,,OUI,NON,F,COURT,CARPENTIER,VINCENNES,NON,NON,MARDI 02 JANVIER 2007
NON,OUI,NON,,VIEUX,,OUI,NON,F,COURT,GAZON,VINCENNES,NON,NON,MARDI 02 JANVIER 2007
NON,OUI,OUI,,VIEUX,,OUI,NON,F,COURT,CARDINE,VINCENNES,NON,NON,MARDI 02 JANVIER 2007
NON,OUI,OUI,,VIEUX,,OUI,NON,F,COURT,LECREPS,VINCENNES,OUI,OUI,MARDI 02 JANVIER 2007
NON,NON,NON,,VIEUX,,OUI,NON,H,COURT,LOCQUENEUX,VINCENNES,NON,NON,MARDI 02 JANVIER 2007
OUI,NON,OUI,,VIEUX,,OUI,NON,H,COURT,ABRIVARD,VINCENNES,NON,OUI,MARDI 02 JANVIER 2007
NON,NON,OUI,,VIEUX,,OUI,NON,H,COURT,BAZIRE,VINCENNES,NON,NON,MARDI 02 JANVIER 2007
OUI,NON,OUI,,VIEUX,,OUI,NON,M,COURT,RAFFIN,VINCENNES,OUI,NON,MARDI 02 JANVIER 2007
OUI,NON,OUI,,VIEUX,,OUI,NON,H,COURT,BLANDIN,VINCENNES,NON,NON,MARDI 02 JANVIER 2007
NON,NON,OUI,,VIEUX,,OUI,NON,H,COURT,LENOIR,VINCENNES,NON,NON,MARDI 02 JANVIER 2007
NON,NON,OUI,,VIEUX,,OUI,NON,H,COURT,FRIBAULT,VINCENNES,NON,NON,MARDI 02 JANVIER 2007
OUI,NON,NON,,VIEUX,,OUI,NON,H,COURT,DAUGEARD,VINCENNES,NON,NON,MARDI 02 JANVIER 2007
OUI,NON,NON,,VIEUX,,OUI,NON,H,COURT,DAVID,VINCENNES,NON,NON,MARDI 02 JANVIER 2007
NON,NON,OUI,,VIEUX,,OUI,NON,H,COURT,BAZIRE,VINCENNES,OUI,OUI,MARDI 02 JANVIER 2007
OUI,NON,OUI,,VIEUX,,OUI,NON,F,LONG,DREUX,VINCENNES,NON,OUI,MARDI 02 JANVIER 2007
NON,NON,NON,,VIEUX,,OUI,NON,F,LONG,TRIHOLLET,VINCENNES,OUI,NON,MARDI 02 JANVIER 2007
OUI,NON,NON,,VIEUX,,OUI,NON,F,LONG,FERRE,VINCENNES,NON,NON,MARDI 02 JANVIER 2007
OUI,NON,OUI,,VIEUX,,OUI,NON,F,LONG,LE BEC,VINCENNES,NON,NON,MARDI 02 JANVIER 2007
OUI,NON,NON,,VIEUX,,OUI,NON,F,LONG,SENET,VINCENNES,NON,NON,MARDI 02 JANVIER 2007
OUI,NON,NON,,VIEUX,,OUI,NON,F,LONG,DAVID,VINCENNES,OUI,NON,MARDI 02 JANVIER 2007
NON,NON,NON,,VIEUX,,OUI,NON,F,LONG,GIARD,VINCENNES,NON,OUI,MARDI 02 JANVIER 2007
OUI,NON,NON,,VIEUX,,OUI,NON,F,LONG,BAUDE,VINCENNES,NON,NON,MARDI 02 JANVIER 2007
OUI,NON,OUI,,VIEUX,,OUI,NON,F,LONG,ROELENS,VINCENNES,NON,NON,MARDI 02 JANVIER 2007
OUI,NON,OUI,,VIEUX,,OUI,NON,F,LONG,SENET,VINCENNES,NON,NON,MARDI 02 JANVIER 2007
NON,NON,NON,,VIEUX,,OUI,NON,H,COURT,CLIN,VINCENNES,NON,NON,MERCREDI 02 JANVIER 2008
NON,NON,NON,,VIEUX,,OUI,NON,H,COURT,HAMELIN,VINCENNES,NON,NON,MERCREDI 02 JANVIER 2008
NON,NON,OUI,,VIEUX,,OUI,NON,H,COURT,VILAULT,VINCENNES,NON,NON,MERCREDI 02 JANVIER 2008
NON,NON,OUI,,VIEUX,,OUI,NON,H,COURT,ROBERT,VINCENNES,NON,OUI,MERCREDI 02 JANVIER 2008
NON,NON,OUI,,VIEUX,,OUI,NON,H,COURT,GUIBLAIS,VINCENNES,OUI,NON,MERCREDI 02 JANVIER 2008
NON,NON,NON,,VIEUX,,OUI,NON,F,COURT,DREUX,VINCENNES,NON,NON,MERCREDI 02 JANVIER 2008
OUI,NON,NON,,VIEUX,,OUI,NON,F,COURT,BIGEON,VINCENNES,NON,NON,MERCREDI 02 JANVIER 2008
OUI,NON,OUI,,VIEUX,,OUI,NON,F,COURT,ROGER,VINCENNES,NON,NON,MERCREDI 02 JANVIER 2008
OUI,NON,OUI,,VIEUX,,OUI,NON,F,COURT,VIEL,VINCENNES,NON,OUI,MERCREDI 02 JANVIER 2008
OUI,NON,OUI,,VIEUX,,OUI,NON,F,COURT,RAFFIN,VINCENNES,OUI,NON,MERCREDI 02 JANVIER 2008
OUI,NON,OUI,,VIEUX,,OUI,NON,F,COURT,ROUSSEL,VINCENNES,NON,NON,MERCREDI 02 JANVIER 2008
NON,NON,OUI,,VIEUX,,OUI,NON,F,COURT,BAZIRE,VINCENNES,NON,OUI,MERCREDI 02 JANVIER 2008
NON,NON,OUI,,VIEUX,,OUI,NON,F,COURT,VERBEECK,VINCENNES,NON,NON,MERCREDI 02 JANVIER 2008
NON,NON,OUI,,VIEUX,,OUI,NON,F,COURT,LE BELLER,VINCENNES,NON,NON,MERCREDI 02 JANVIER 2008
OUI,NON,OUI,,VIEUX,,OUI,NON,F,COURT,CHERBONNEL,VINCENNES,OUI,NON,MERCREDI 02 JANVIER 2008
NON,NON,NON,,VIEUX,,OUI,NON,M,LONG,DELACOUR,VINCENNES,NON,OUI,MERCREDI 02 JANVIER 2008
NON,NON,NON,,VIEUX,,OUI,NON,M,LONG,GIARD,VINCENNES,OUI,NON,MERCREDI 02 JANVIER 2008
NON,NON,OUI,,VIEUX,,OUI,NON,H,LONG,ABRIVARD,VINCENNES,NON,NON,MERCREDI 02 JANVIER 2008
OUI,NON,NON,,VIEUX,,OUI,NON,H,LONG,BIGEON,VINCENNES,NON,NON,MERCREDI 02 JANVIER 2008
NON,NON,OUI,,VIEUX,,OUI,NON,H,LONG,LECANU,VINCENNES,NON,NON,MERCREDI 02 JANVIER 2008
NON,OUI,OUI,,VIEUX,,OUI,NON,F,COURT,RAFFIN,VINCENNES,NON,NON,SAMEDI 02 JANVIER 2010
OUI,OUI,OUI,,VIEUX,,OUI,NON,F,COURT,LEVESQUE,VINCENNES,NON,NON,SAMEDI 02 JANVIER 2010
NON,OUI,OUI,,VIEUX,,OUI,NON,F,COURT,OUVRIE,VINCENNES,NON,NON,SAMEDI 02 JANVIER 2010
OUI,OUI,OUI,,VIEUX,,OUI,NON,F,COURT,PITON,VINCENNES,OUI,OUI,SAMEDI 02 JANVIER 2010
NON,OUI,NON,,VIEUX,,OUI,OUI,F,COURT,VERCRUYSSE,VINCENNES,NON,NON,SAMEDI 02 JANVIER 2010
OUI,NON,OUI,,VIEUX,,OUI,NON,M,COURT,LE BELLER,VINCENNES,OUI,NON,SAMEDI 02 JANVIER 2010
OUI,NON,OUI,,VIEUX,,OUI,NON,H,COURT,DUBOIS,VINCENNES,NON,NON,SAMEDI 02 JANVIER 2010
NON,NON,NON,,VIEUX,,OUI,NON,H,COURT,RAFFIN,VINCENNES,NON,OUI,SAMEDI 02 JANVIER 2010
NON,NON,OUI,,VIEUX,,OUI,NON,H,COURT,ABRIVARD,VINCENNES,NON,NON,SAMEDI 02 JANVIER 2010
NON,NON,NON,,VIEUX,,OUI,NON,H,COURT,VERVA,VINCENNES,NON,NON,SAMEDI 02 JANVIER 2010
NON,NON,OUI,,VIEUX,,OUI,NON,H,COURT,DREUX,VINCENNES,NON,OUI,SAMEDI 02 JANVIER 2010
